Date,Target_Luminance(cd/m2),Pixel_Value,Final_Offset,Gamma,Max_Lum,Min_Lum
2026-03-09 13:22:13,30,255,-0.0,2.2,30.0,0.0
2026-03-09 13:22:13,25,230,-1.0,2.2,30.0,0.0
2026-03-09 13:22:13,20,212,-0.0,2.2,30.0,0.0
2026-03-09 13:22:13,15,180,-1.0,2.2,30.0,0.0
2026-03-09 13:22:13,10,155,-0.0,2.2,30.0,0.0
2026-03-09 13:22:13,5,102,-1.0,2.2,30.0,0.0
2026-03-09 13:22:13,0,0,-0.0,2.2,30.0,0.0
