Date,Target_Luminance(cd/m2),Pixel_Value,Final_Offset,Gamma,Max_Lum,Min_Lum
2026-05-10 16:27:01,30,255,3.0,2.2,30.0,0.0
2026-05-10 16:27:01,25,235,0.0,2.2,30.0,0.0
2026-05-10 16:27:01,20,212,0.0,2.2,30.0,0.0
2026-05-10 16:27:01,15,186,0.0,2.2,30.0,0.0
2026-05-10 16:27:01,10,155,0.0,2.2,30.0,0.0
2026-05-10 16:27:01,5,113,0.0,2.2,30.0,0.0
2026-05-10 16:27:01,0,0,-0.0,2.2,30.0,0.0
