Date,Target_Luminance(cd/m2),Pixel_Value,Final_Offset,Gamma,Max_Lum,Min_Lum
2026-04-18 15:59:05,30,235,-5.0,2.2,30.0,0.0
2026-04-18 15:59:05,25,217,-4.0,2.2,30.0,0.0
2026-04-18 15:59:05,20,192,-4.0,2.2,30.0,0.0
2026-04-18 15:59:05,15,168,-3.0,2.2,30.0,0.0
2026-04-18 15:59:05,10,140,-2.0,2.2,30.0,0.0
2026-04-18 15:59:05,5,102,-1.0,2.2,30.0,0.0
2026-04-18 15:59:05,0,0,-0.0,2.2,30.0,0.0
