ID,Age,Gender,IPD(mm),Dominance,Block_ID,Condition,Ocularity,Trial_ID,Orientation,Ref_Contrast,Matched_Contrast,L_fg,L_bg,L_ref,Config_JSON,PD_Right,OffsetX_Right,OffsetY_Right,PD_Left,OffsetX_Left,OffsetY_Left
11,20,Male,58,Left,1,Single plane,monocular,1,0,0.1,0.3153,15.0,15.0,30.0,"{""L_fg"": 15.0, ""L_bg"": 15.0, ""L_ref"": 30.0, ""VISUAL_ANGLE_DEG"": 7.9, ""DISTANCE_FG"": 50, ""DISTANCE_BG"": 125, ""BG_COLOR"": ""black""}",4.369999999999999,-32,-73,3.6199999999999997,366,-96
11,20,Male,58,Left,1,Single plane,monocular,2,0,0.2,0.5444,15.0,15.0,30.0,"{""L_fg"": 15.0, ""L_bg"": 15.0, ""L_ref"": 30.0, ""VISUAL_ANGLE_DEG"": 7.9, ""DISTANCE_FG"": 50, ""DISTANCE_BG"": 125, ""BG_COLOR"": ""black""}",4.369999999999999,-32,-73,3.6199999999999997,366,-96
11,20,Male,58,Left,1,Single plane,monocular,3,0,0.2,0.4331,15.0,15.0,30.0,"{""L_fg"": 15.0, ""L_bg"": 15.0, ""L_ref"": 30.0, ""VISUAL_ANGLE_DEG"": 7.9, ""DISTANCE_FG"": 50, ""DISTANCE_BG"": 125, ""BG_COLOR"": ""black""}",4.369999999999999,-32,-73,3.6199999999999997,366,-96
11,20,Male,58,Left,1,Single plane,monocular,4,0,0.1,0.3063,15.0,15.0,30.0,"{""L_fg"": 15.0, ""L_bg"": 15.0, ""L_ref"": 30.0, ""VISUAL_ANGLE_DEG"": 7.9, ""DISTANCE_FG"": 50, ""DISTANCE_BG"": 125, ""BG_COLOR"": ""black""}",4.369999999999999,-32,-73,3.6199999999999997,366,-96
11,20,Male,58,Left,1,Single plane,monocular,5,0,0.2,0.709,15.0,15.0,30.0,"{""L_fg"": 15.0, ""L_bg"": 15.0, ""L_ref"": 30.0, ""VISUAL_ANGLE_DEG"": 7.9, ""DISTANCE_FG"": 50, ""DISTANCE_BG"": 125, ""BG_COLOR"": ""black""}",4.369999999999999,-32,-73,3.6199999999999997,366,-96
11,20,Male,58,Left,1,Single plane,monocular,6,0,0.1,0.4518,15.0,15.0,30.0,"{""L_fg"": 15.0, ""L_bg"": 15.0, ""L_ref"": 30.0, ""VISUAL_ANGLE_DEG"": 7.9, ""DISTANCE_FG"": 50, ""DISTANCE_BG"": 125, ""BG_COLOR"": ""black""}",4.369999999999999,-32,-73,3.6199999999999997,366,-96
11,20,Male,58,Left,1,Single plane,monocular,7,0,0.1,0.3974,15.0,15.0,30.0,"{""L_fg"": 15.0, ""L_bg"": 15.0, ""L_ref"": 30.0, ""VISUAL_ANGLE_DEG"": 7.9, ""DISTANCE_FG"": 50, ""DISTANCE_BG"": 125, ""BG_COLOR"": ""black""}",4.369999999999999,-32,-73,3.6199999999999997,366,-96
11,20,Male,58,Left,1,Single plane,monocular,8,0,0.1,0.3814,15.0,15.0,30.0,"{""L_fg"": 15.0, ""L_bg"": 15.0, ""L_ref"": 30.0, ""VISUAL_ANGLE_DEG"": 7.9, ""DISTANCE_FG"": 50, ""DISTANCE_BG"": 125, ""BG_COLOR"": ""black""}",4.369999999999999,-32,-73,3.6199999999999997,366,-96
11,20,Male,58,Left,1,Single plane,monocular,9,0,0.2,0.4655,15.0,15.0,30.0,"{""L_fg"": 15.0, ""L_bg"": 15.0, ""L_ref"": 30.0, ""VISUAL_ANGLE_DEG"": 7.9, ""DISTANCE_FG"": 50, ""DISTANCE_BG"": 125, ""BG_COLOR"": ""black""}",4.369999999999999,-32,-73,3.6199999999999997,366,-96
11,20,Male,58,Left,1,Single plane,monocular,10,0,0.2,0.4729,15.0,15.0,30.0,"{""L_fg"": 15.0, ""L_bg"": 15.0, ""L_ref"": 30.0, ""VISUAL_ANGLE_DEG"": 7.9, ""DISTANCE_FG"": 50, ""DISTANCE_BG"": 125, ""BG_COLOR"": ""black""}",4.369999999999999,-32,-73,3.6199999999999997,366,-96
