ID,Age,Gender,IPD(mm),Dominance,Block_ID,Condition,Ocularity,Trial_ID,Orientation,Ref_Contrast,Matched_Contrast,PD_Right,OffsetX_Right,OffsetY_Right,PD_Left,OffsetX_Left,OffsetY_Left
0,23,Male,62,Right,1,Single plane,monocular,1,90,0.2,0.47,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,2,90,0.5,0.72,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,3,0,0.2,0.51,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,4,90,0.2,0.61,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,5,90,0.5,0.87,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,6,0,0.2,0.5,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,7,0,0.2,0.44,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,8,90,0.2,0.47,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,9,0,0.2,0.43,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,10,0,0.5,0.7,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,11,90,0.5,0.8,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,12,0,0.5,0.72,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,13,90,0.5,0.95,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,14,0,0.5,0.74,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,15,90,0.2,0.49,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,16,90,0.2,0.52,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,17,0,0.2,0.34,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,18,0,0.5,0.84,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,19,0,0.5,0.64,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,1,Single plane,monocular,20,90,0.5,0.75,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,21,90,0.2,0.42,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,22,90,0.5,0.68,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,23,0,0.5,0.81,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,24,90,0.5,0.72,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,25,90,0.2,0.43,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,26,0,0.2,0.42,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,27,0,0.2,0.32,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,28,0,0.2,0.35,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,29,90,0.5,0.71,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,30,90,0.2,0.4,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,31,0,0.5,0.71,2.2375,-24,-103,1.737499999999999,137,-116
0,23,Male,62,Right,2,Single plane + defocus simulation,monocular,32,0,0.5,0.81,2.2375,-24,-103,1.737499999999999,137,-116
