ID,Age,Gender,IPD(mm),Distance1(cm),Distance2(cm),BG_Brightness(cd/m^2),FG_Brightness(cd/m^2),Offset_X,Offset_Y,Trial_ID,Image_Win1,Image_Win2,Score
0,23,Male,60,81,150,136.45,118.07,-198,-121,1,2cpd.png,2cpd_v.png,2
0,23,Male,60,81,150,136.45,118.07,-198,-121,2,4cpd.png,4cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,3,4cpd.png,4cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,4,2cpd.png,2cpd_h.png,2
0,23,Male,60,81,150,136.45,118.07,-198,-121,5,4cpd.png,4cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,6,2cpd.png,2cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,7,2cpd.png,2cpd_v.png,2
0,23,Male,60,81,150,136.45,118.07,-198,-121,8,2cpd.png,2cpd_h.png,2
0,23,Male,60,81,150,136.45,118.07,-198,-121,9,2cpd.png,2cpd_v.png,2
0,23,Male,60,81,150,136.45,118.07,-198,-121,10,4cpd.png,4cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,11,4cpd.png,4cpd_v.png,2
0,23,Male,60,81,150,136.45,118.07,-198,-121,12,2cpd.png,2cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,13,4cpd.png,4cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,14,2cpd.png,2cpd_v.png,2
0,23,Male,60,81,150,136.45,118.07,-198,-121,15,4cpd.png,4cpd_v.png,4
0,23,Male,60,81,150,136.45,118.07,-198,-121,16,4cpd.png,4cpd_h.png,4
0,23,Male,60,81,150,136.45,118.07,-198,-121,17,4cpd.png,4cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,18,2cpd.png,2cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,19,2cpd.png,2cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,20,4cpd.png,4cpd_h.png,4
0,23,Male,60,81,150,136.45,118.07,-198,-121,21,4cpd.png,4cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,22,4cpd.png,4cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,23,2cpd.png,2cpd_v.png,2
0,23,Male,60,81,150,136.45,118.07,-198,-121,24,2cpd.png,2cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,25,4cpd.png,4cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,26,2cpd.png,2cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,27,2cpd.png,2cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,28,2cpd.png,2cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,29,2cpd.png,2cpd_h.png,2
0,23,Male,60,81,150,136.45,118.07,-198,-121,30,4cpd.png,4cpd_v.png,4
0,23,Male,60,81,150,136.45,118.07,-198,-121,31,4cpd.png,4cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-198,-121,32,4cpd.png,4cpd_v.png,3
