ID,Age,Gender,IPD(mm),Distance1(cm),Distance2(cm),BG_Brightness(cd/m^2),FG_Brightness(cd/m^2),Offset_X,Offset_Y,Trial_ID,Image_Win1,Image_Win2,Score
0,23,Male,60,50,100,136.45,118.07,-125,-121,1,4cpd.png,4cpd_v.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,2,4cpd.png,4cpd_h.png,3
0,23,Male,60,50,100,136.45,118.07,-125,-121,3,2cpd.png,2cpd_h.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,4,2cpd.png,2cpd_v.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,5,2cpd.png,2cpd_v.png,3
0,23,Male,60,50,100,136.45,118.07,-125,-121,6,4cpd.png,4cpd_v.png,4
0,23,Male,60,50,100,136.45,118.07,-125,-121,7,2cpd.png,2cpd_h.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,8,4cpd.png,4cpd_h.png,4
0,23,Male,60,50,100,136.45,118.07,-125,-121,9,4cpd.png,4cpd_v.png,4
0,23,Male,60,50,100,136.45,118.07,-125,-121,10,4cpd.png,4cpd_h.png,3
0,23,Male,60,50,100,136.45,118.07,-125,-121,11,2cpd.png,2cpd_v.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,12,4cpd.png,4cpd_v.png,3
0,23,Male,60,50,100,136.45,118.07,-125,-121,13,2cpd.png,2cpd_h.png,3
0,23,Male,60,50,100,136.45,118.07,-125,-121,14,4cpd.png,4cpd_h.png,4
0,23,Male,60,50,100,136.45,118.07,-125,-121,15,4cpd.png,4cpd_v.png,3
0,23,Male,60,50,100,136.45,118.07,-125,-121,16,4cpd.png,4cpd_h.png,4
0,23,Male,60,50,100,136.45,118.07,-125,-121,17,4cpd.png,4cpd_h.png,3
0,23,Male,60,50,100,136.45,118.07,-125,-121,18,2cpd.png,2cpd_h.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,19,2cpd.png,2cpd_v.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,20,2cpd.png,2cpd_v.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,21,2cpd.png,2cpd_h.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,22,2cpd.png,2cpd_h.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,23,4cpd.png,4cpd_v.png,4
0,23,Male,60,50,100,136.45,118.07,-125,-121,24,2cpd.png,2cpd_v.png,3
0,23,Male,60,50,100,136.45,118.07,-125,-121,25,2cpd.png,2cpd_h.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,26,4cpd.png,4cpd_v.png,4
0,23,Male,60,50,100,136.45,118.07,-125,-121,27,4cpd.png,4cpd_h.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,28,4cpd.png,4cpd_h.png,3
0,23,Male,60,50,100,136.45,118.07,-125,-121,29,2cpd.png,2cpd_v.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,30,4cpd.png,4cpd_v.png,3
0,23,Male,60,50,100,136.45,118.07,-125,-121,31,2cpd.png,2cpd_v.png,2
0,23,Male,60,50,100,136.45,118.07,-125,-121,32,2cpd.png,2cpd_h.png,3
