ID,Age,Gender,IPD(mm),Distance1(cm),Distance2(cm),BG_Brightness(cd/m^2),FG_Brightness(cd/m^2),Offset_X,Offset_Y,Trial_ID,Image_Win1,Image_Win2,Score
0,23,Male,60,50,70,136.45,118.07,-27,-140,1,pippin_RS_YachtClub006.tif,pippin0224.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,2,pippin_RS_YachtClub006.tif,pippin_UniStrt012.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,3,pippin_park0054.tif,merry_mtl07_053.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,4,merry_flor0019.tif,pippin_adirondacks0025.tif,3
0,23,Male,60,50,70,136.45,118.07,-27,-140,5,pippin_Peel043.tif,pippin0224.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,6,pippin0223.tif,pippin_park0050.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,7,pippin_park0054.tif,pippin_park0044.tif,3
0,23,Male,60,50,70,136.45,118.07,-27,-140,8,pippin_jtalon0015.tif,pippin_park0044.tif,3
0,23,Male,60,50,70,136.45,118.07,-27,-140,9,pippin_Peel043.tif,pippin_UniStrt012.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,10,merry_mtl07_041.tif,pippin_park0050.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,11,pippin_ParcSafari048.tif,pippin_UniStrt020.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,12,pippin_park0054.tif,pippin_park0050.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,13,merry_mtl07_041.tif,pippin_RVHtexture001.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,14,pippin_RS_YachtClub006.tif,pippin_Peel037.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,15,merry_mexico0154.tif,pippin_adirondacks0025.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,16,pippin0223.tif,pippin_RVHtexture001.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,17,pippin_RVHtexture016.tif,pippin_UniStrt020.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,18,pippin_ParcSafari048.tif,pippin0224.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,19,merry_flor0019.tif,pippin0224.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,20,pippin_ParcSafari048.tif,pippin_RVHtexture001.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,21,merry_mexico0154.tif,pippin_UniStrt020.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,22,pippin_RVHtexture016.tif,pippin_park0044.tif,3
0,23,Male,60,50,70,136.45,118.07,-27,-140,23,pippin_jtalon0015.tif,merry_mtl07_053.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,24,pippin_Peel043.tif,merry_mtl07_008.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,25,pippin0223.tif,merry_mtl07_053.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,26,pippin_jtalon0015.tif,pippin0224.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,27,pippin_RS_YachtClub006.tif,merry_mtl07_008.tif,3
0,23,Male,60,50,70,136.45,118.07,-27,-140,28,merry_mexico0154.tif,pippin_UniStrt012.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,29,pippin_Peel043.tif,merry_mtl07_053.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,30,merry_mexico0154.tif,pippin_Peel037.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,31,pippin0223.tif,pippin0224.tif,2
0,23,Male,60,50,70,136.45,118.07,-27,-140,32,merry_mexico0154.tif,merry_mtl07_053.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,33,pippin_RVHtexture016.tif,pippin0224.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,34,pippin_jtalon0015.tif,pippin_RVHtexture001.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,35,pippin_Peel043.tif,pippin_adirondacks0025.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,36,merry_mtl07_041.tif,pippin_UniStrt012.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,37,pippin_ParcSafari048.tif,pippin_UniStrt012.tif,3
0,23,Male,60,50,70,136.45,118.07,-27,-140,38,pippin_Peel043.tif,pippin_park0050.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,39,pippin_RVHtexture016.tif,merry_mtl07_008.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,40,pippin_RVHtexture016.tif,pippin_Peel037.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,41,merry_mexico0154.tif,pippin0224.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,42,merry_flor0019.tif,pippin_UniStrt020.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,43,pippin_Peel043.tif,pippin_RVHtexture001.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,44,merry_mexico0154.tif,pippin_park0044.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,45,pippin_park0054.tif,pippin_Peel037.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,46,merry_flor0019.tif,pippin_park0044.tif,3
0,23,Male,60,50,70,136.45,118.07,-27,-140,47,merry_flor0019.tif,pippin_park0050.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,48,pippin_park0054.tif,pippin_adirondacks0025.tif,3
0,23,Male,60,50,70,136.45,118.07,-27,-140,49,pippin_park0054.tif,pippin_UniStrt020.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,50,pippin_jtalon0015.tif,pippin_UniStrt020.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,51,merry_mtl07_041.tif,pippin0224.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,52,pippin_RS_YachtClub006.tif,pippin_adirondacks0025.tif,3
0,23,Male,60,50,70,136.45,118.07,-27,-140,53,pippin_jtalon0015.tif,merry_mtl07_008.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,54,pippin_RS_YachtClub006.tif,pippin_park0044.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,55,pippin0223.tif,pippin_park0044.tif,4
0,23,Male,60,50,70,136.45,118.07,-27,-140,56,merry_mtl07_041.tif,pippin_Peel037.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,57,merry_mtl07_041.tif,merry_mtl07_008.tif,5
0,23,Male,60,50,70,136.45,118.07,-27,-140,58,pippin0223.tif,pippin_UniStrt012.tif,3
