Date,Target_Luminance(cd/m2),Pixel_Value,Final_Offset,Gamma,Max_Lum,Min_Lum
2026-04-13 16:01:24,30,243,-3.0,2.2,30.0,0.0
2026-04-13 16:01:24,25,221,-3.0,2.2,30.0,0.0
2026-04-13 16:01:24,20,202,-2.0,2.2,30.0,0.0
2026-04-13 16:01:24,15,180,-1.0,2.2,30.0,0.0
2026-04-13 16:01:24,10,148,-1.0,2.2,30.0,0.0
2026-04-13 16:01:24,5,113,-0.0,2.2,30.0,0.0
2026-04-13 16:01:24,0,0,-0.0,2.2,30.0,0.0
