ID,Session_Type,Ref_Contrast,Orientation,Ocularity,Condition,Trial_Count,Mean_Log10_AR,Geometric_Mean_AR,Participant_Aggregation,Session_Timestamp,Session_Dir,Source_CSV
1,experiment,0.2,0.0,monocular,Dual plane flat,5,-0.6487482923794408,0.22451828058076082,mean_of_log10_trials,20260825_104420,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\1_20260825_104420,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\1_20260825_104420\contrast_matching.csv
1,experiment,0.2,0.0,monocular,Single plane,5,-0.36980347521036516,0.4267725961362112,mean_of_log10_trials,20260825_104420,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\1_20260825_104420,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\1_20260825_104420\contrast_matching.csv
1,experiment,0.2,0.0,monocular,Single plane + defocus simulation,5,-0.6773119104895974,0.21022680476046818,mean_of_log10_trials,20260825_104420,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\1_20260825_104420,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\1_20260825_104420\contrast_matching.csv
2,experiment,0.1,0.0,binocular,Dual plane,5,-0.9252780678502394,0.11877415028702885,mean_of_log10_trials,20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655\contrast_matching.csv
2,experiment,0.1,0.0,binocular,Dual plane flat,5,-0.9640604976368726,0.10862742940286002,mean_of_log10_trials,20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655\contrast_matching.csv
2,experiment,0.1,0.0,binocular,Single plane,5,-0.6708868090624808,0.21336009248619642,mean_of_log10_trials,20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655\contrast_matching.csv
2,experiment,0.1,0.0,binocular,Single plane + defocus simulation,5,-0.7654664014741283,0.17160644656786309,mean_of_log10_trials,20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655\contrast_matching.csv
2,experiment,0.1,0.0,monocular,Dual plane,5,-0.8597524166324719,0.13811714208599826,mean_of_log10_trials,20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655\contrast_matching.csv
2,experiment,0.1,0.0,monocular,Dual plane flat,5,-0.9945175897772011,0.10127037314991141,mean_of_log10_trials,20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655\contrast_matching.csv
2,experiment,0.1,0.0,monocular,Single plane,5,-0.6459812336843098,0.225953340489705,mean_of_log10_trials,20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\2_20260730_150655\contrast_matching.csv
