Date,Target_Luminance(cd/m2),Pixel_Value,Final_Offset,Gamma,Max_Lum,Min_Lum
2026-03-22 14:33:21,100,255,1.0,2.2,100.0,0.0
2026-03-22 14:33:21,90,244,1.0,2.2,100.0,0.0
2026-03-22 14:33:21,80,232,1.0,2.2,100.0,0.0
2026-03-22 14:33:21,70,217,0.0,2.2,100.0,0.0
2026-03-22 14:33:21,60,202,-0.0,2.2,100.0,0.0
2026-03-22 14:33:21,50,186,-0.0,2.2,100.0,0.0
2026-03-22 14:33:21,40,170,1.0,2.2,100.0,0.0
2026-03-22 14:33:21,30,148,-0.0,2.2,100.0,0.0
2026-03-22 14:33:21,20,123,-0.0,2.2,100.0,0.0
2026-03-22 14:33:21,10,90,-0.0,2.2,100.0,0.0
2026-03-22 14:33:21,0,0,-0.0,2.2,100.0,0.0
