ID,Eye,Pattern,Spatial_Freq(cpd),Matched_PD(mm)
1,Right,checker,4,2.4999999999999987
1,Right,border,4,4.0
1,Right,stripe,2,4.0
1,Right,checker_45,2,4.0
1,Right,noise,4,4.0
1,Right,checker,2,4.0
1,Right,border,2,4.0
1,Right,stripe,4,4.0
1,Right,noise,2,4.0
1,Right,checker_45,4,4.0
1,Left,checker,2,4.0
1,Left,checker_45,2,4.0
1,Left,noise,4,4.0
1,Left,checker,4,4.0
1,Left,stripe,2,4.0
1,Left,stripe,4,4.0
1,Left,checker_45,4,4.0
1,Left,noise,2,4.0
1,Left,border,2,4.0
1,Left,border,4,4.0
