ID,Age,Gender,IPD(mm),Distance1(cm),Distance2(cm),BG_Brightness(cd/m^2),FG_Brightness(cd/m^2),Offset_X,Offset_Y,Trial_ID,Image_Win1,Image_Win2,Score
0,23,Male,60,81,150,136.45,118.07,-191,-116,1,4cpd.png,4cpd_h.png,4
0,23,Male,60,81,150,136.45,118.07,-191,-116,2,2cpd.png,2cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,3,2cpd.png,2cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,4,2cpd.png,2cpd_v.png,2
0,23,Male,60,81,150,136.45,118.07,-191,-116,5,2cpd.png,2cpd_v.png,2
0,23,Male,60,81,150,136.45,118.07,-191,-116,6,4cpd.png,4cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,7,4cpd.png,4cpd_v.png,4
0,23,Male,60,81,150,136.45,118.07,-191,-116,8,2cpd.png,2cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,9,2cpd.png,2cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,10,4cpd.png,4cpd_h.png,4
0,23,Male,60,81,150,136.45,118.07,-191,-116,11,4cpd.png,4cpd_v.png,4
0,23,Male,60,81,150,136.45,118.07,-191,-116,12,4cpd.png,4cpd_h.png,4
0,23,Male,60,81,150,136.45,118.07,-191,-116,13,2cpd.png,2cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,14,2cpd.png,2cpd_h.png,4
0,23,Male,60,81,150,136.45,118.07,-191,-116,15,4cpd.png,4cpd_v.png,4
0,23,Male,60,81,150,136.45,118.07,-191,-116,16,4cpd.png,4cpd_v.png,4
0,23,Male,60,81,150,136.45,118.07,-191,-116,17,4cpd.png,4cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,18,4cpd.png,4cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,19,4cpd.png,4cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,20,2cpd.png,2cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,21,2cpd.png,2cpd_h.png,2
0,23,Male,60,81,150,136.45,118.07,-191,-116,22,4cpd.png,4cpd_v.png,4
0,23,Male,60,81,150,136.45,118.07,-191,-116,23,4cpd.png,4cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,24,4cpd.png,4cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,25,2cpd.png,2cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,26,2cpd.png,2cpd_v.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,27,2cpd.png,2cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,28,2cpd.png,2cpd_v.png,2
0,23,Male,60,81,150,136.45,118.07,-191,-116,29,2cpd.png,2cpd_h.png,2
0,23,Male,60,81,150,136.45,118.07,-191,-116,30,4cpd.png,4cpd_h.png,3
0,23,Male,60,81,150,136.45,118.07,-191,-116,31,4cpd.png,4cpd_v.png,4
0,23,Male,60,81,150,136.45,118.07,-191,-116,32,2cpd.png,2cpd_v.png,3
