ID,Age,Gender,IPD(mm),Distance1(cm),Distance2(cm),BG_Brightness(cd/m^2),FG_Brightness(cd/m^2),Offset_X,Offset_Y,Trial_ID,Image_Win1,Image_Win2,Score
0,23,Male,60,50,70,136.45,118.07,-25,-132,1,2cpd.png,2cpd_v.png,2
0,23,Male,60,50,70,136.45,118.07,-25,-132,2,2cpd.png,2cpd_v.png,2
0,23,Male,60,50,70,136.45,118.07,-25,-132,3,2cpd.png,2cpd_h.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,4,4cpd.png,4cpd_v.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,5,4cpd.png,4cpd_v.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,6,4cpd.png,4cpd_h.png,4
0,23,Male,60,50,70,136.45,118.07,-25,-132,7,4cpd.png,4cpd_v.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,8,4cpd.png,4cpd_h.png,4
0,23,Male,60,50,70,136.45,118.07,-25,-132,9,2cpd.png,2cpd_h.png,2
0,23,Male,60,50,70,136.45,118.07,-25,-132,10,2cpd.png,2cpd_h.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,11,2cpd.png,2cpd_h.png,2
0,23,Male,60,50,70,136.45,118.07,-25,-132,12,2cpd.png,2cpd_h.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,13,2cpd.png,2cpd_v.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,14,4cpd.png,4cpd_v.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,15,2cpd.png,2cpd_v.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,16,2cpd.png,2cpd_v.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,17,2cpd.png,2cpd_h.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,18,4cpd.png,4cpd_h.png,4
0,23,Male,60,50,70,136.45,118.07,-25,-132,19,2cpd.png,2cpd_v.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,20,4cpd.png,4cpd_h.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,21,4cpd.png,4cpd_h.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,22,2cpd.png,2cpd_h.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,23,4cpd.png,4cpd_v.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,24,2cpd.png,2cpd_v.png,2
0,23,Male,60,50,70,136.45,118.07,-25,-132,25,4cpd.png,4cpd_h.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,26,2cpd.png,2cpd_h.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,27,4cpd.png,4cpd_h.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,28,4cpd.png,4cpd_v.png,2
0,23,Male,60,50,70,136.45,118.07,-25,-132,29,2cpd.png,2cpd_v.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,30,4cpd.png,4cpd_h.png,4
0,23,Male,60,50,70,136.45,118.07,-25,-132,31,4cpd.png,4cpd_v.png,3
0,23,Male,60,50,70,136.45,118.07,-25,-132,32,4cpd.png,4cpd_v.png,3
