ID,Eye,Pattern,Spatial_Freq(cpd),Matched_PD(mm)
1,Right,border,4,2.8000000000000016
1,Right,stripe,4,2.1999999999999984
1,Right,checker,4,2.5000000000000013
1,Right,noise,4,3.2999999999999994
1,Right,checker_45,4,2.2999999999999985
1,Left,noise,4,2.799999999999999
1,Left,checker_45,4,2.0999999999999983
1,Left,checker,4,2.199999999999998
1,Left,stripe,4,2.899999999999999
1,Left,border,4,1.9999999999999982
