ID,Age,Gender,IPD(mm),Distance1(cm),Distance2(cm),Offset_X,Offset_Y,Defocus_D,Trial_ID,Image_Win1,Image_Win2,Score
0,23,Male,60,50,100,-98,-135,0.7000000000000001,1,4_bg_Tex2_marbled_0173.jpg,1_fg_Tex1_grid_0016.jpg,5
0,23,Male,60,50,100,-98,-135,0.7000000000000001,2,2_bg_Tex1_gauzy_0194.jpg,9_fg_Tex5_dark0.5_banded_0121.jpg,4
0,23,Male,60,50,100,-98,-135,0.7000000000000001,3,8_bg_Tex4_perforated_0148.jpg,5_fg_Tex3_dark0.25_meshed_0150.jpg,4
0,23,Male,60,50,100,-98,-135,0.7000000000000001,4,10_bg_Tex5_striped_0088.jpg,1_fg_Tex1_dark0.5_grid_0016.jpg,4
0,23,Male,60,50,100,-98,-135,0.7000000000000001,5,6_bg_Tex3_bubbly_0082.jpg,5_fg_Tex3_meshed_0150.jpg,5
0,23,Male,60,50,100,-98,-135,0.7000000000000001,6,2_bg_Tex1_gauzy_0194.jpg,7_fg_Tex4_paisley_0104.jpg,5
0,23,Male,60,50,100,-98,-135,0.7000000000000001,7,10_bg_Tex5_striped_0088.jpg,1_fg_Tex1_dark0.25_grid_0016.jpg,2
0,23,Male,60,50,100,-98,-135,0.7000000000000001,8,6_bg_Tex3_bubbly_0082.jpg,1_fg_Tex1_dark0.5_grid_0016.jpg,4
0,23,Male,60,50,100,-98,-135,0.7000000000000001,9,8_bg_Tex4_perforated_0148.jpg,1_fg_Tex1_dark0.25_grid_0016.jpg,4
0,23,Male,60,50,100,-98,-135,0.7000000000000001,10,2_bg_Tex1_gauzy_0194.jpg,3_fg_Tex2_dark0.5_pippin0225.tif,2
0,23,Male,60,50,100,-98,-135,0.7000000000000001,11,4_bg_Tex2_marbled_0173.jpg,1_fg_Tex1_dark0.25_grid_0016.jpg,2
0,23,Male,60,50,100,-98,-135,0.7000000000000001,12,6_bg_Tex3_bubbly_0082.jpg,9_fg_Tex5_dark0.25_banded_0121.jpg,3
0,23,Male,60,50,100,-98,-135,0.7000000000000001,13,8_bg_Tex4_perforated_0148.jpg,7_fg_Tex4_paisley_0104.jpg,5
0,23,Male,60,50,100,-98,-135,0.7000000000000001,14,8_bg_Tex4_perforated_0148.jpg,3_fg_Tex2_dark0.25_pippin0225.tif,4
0,23,Male,60,50,100,-98,-135,0.7000000000000001,15,4_bg_Tex2_marbled_0173.jpg,7_fg_Tex4_dark0.5_paisley_0104.jpg,4
