ID,Age,Gender,IPD(mm),Distance1(cm),Distance2(cm),Offset_X,Offset_Y,Trial_ID,Image_Win1,Image_Win2,Score
0,23,Male,60,50,70,-86,-182,1,8cpd_15nit_1.0.png,8cpd_50nit_1.0_v.png,5
0,23,Male,60,50,70,-86,-182,2,2cpd_15nit_1.0.png,8cpd_50nit_1.0_v.png,4
0,23,Male,60,50,70,-86,-182,3,4cpd_15nit_1.0.png,8cpd_50nit_0.6_v.png,4
0,23,Male,60,50,70,-86,-182,4,1cpd_15nit_1.0.png,2cpd_50nit_0.2_v.png,1
0,23,Male,60,50,70,-86,-182,5,2cpd_15nit_1.0.png,2cpd_50nit_1.0_v.png,4
0,23,Male,60,50,70,-86,-182,6,4cpd_15nit_1.0.png,4cpd_50nit_0.2_v.png,1
0,23,Male,60,50,70,-86,-182,7,2cpd_15nit_1.0.png,1cpd_50nit_1.0_v.png,4
0,23,Male,60,50,70,-86,-182,8,2cpd_15nit_1.0.png,4cpd_50nit_0.2_v.png,2
0,23,Male,60,50,70,-86,-182,9,1cpd_15nit_1.0.png,2cpd_50nit_1.0_v.png,4
0,23,Male,60,50,70,-86,-182,10,1cpd_15nit_1.0.png,8cpd_50nit_1.0_v.png,4
0,23,Male,60,50,70,-86,-182,11,2cpd_15nit_1.0.png,1cpd_50nit_1.0_v.png,4
0,23,Male,60,50,70,-86,-182,12,4cpd_15nit_1.0.png,8cpd_50nit_1.0_v.png,4
0,23,Male,60,50,70,-86,-182,13,1cpd_15nit_1.0.png,4cpd_50nit_1.0_v.png,5
0,23,Male,60,50,70,-86,-182,14,1cpd_15nit_1.0.png,8cpd_50nit_0.2_v.png,3
0,23,Male,60,50,70,-86,-182,15,8cpd_15nit_1.0.png,8cpd_50nit_0.6_v.png,4
0,23,Male,60,50,70,-86,-182,16,4cpd_15nit_1.0.png,1cpd_50nit_0.6_v.png,4
0,23,Male,60,50,70,-86,-182,17,8cpd_15nit_1.0.png,8cpd_50nit_0.2_v.png,1
0,23,Male,60,50,70,-86,-182,18,8cpd_15nit_1.0.png,2cpd_50nit_0.2_v.png,5
0,23,Male,60,50,70,-86,-182,19,2cpd_15nit_1.0.png,2cpd_50nit_0.6_v.png,4
0,23,Male,60,50,70,-86,-182,20,8cpd_15nit_1.0.png,4cpd_50nit_0.6_v.png,3
0,23,Male,60,50,70,-86,-182,21,2cpd_15nit_1.0.png,1cpd_50nit_0.2_v.png,1
0,23,Male,60,50,70,-86,-182,22,4cpd_15nit_1.0.png,4cpd_50nit_0.6_v.png,4
0,23,Male,60,50,70,-86,-182,23,2cpd_15nit_1.0.png,4cpd_50nit_1.0_v.png,5
0,23,Male,60,50,70,-86,-182,24,1cpd_15nit_1.0.png,1cpd_50nit_0.6_v.png,1
0,23,Male,60,50,70,-86,-182,25,1cpd_15nit_1.0.png,1cpd_50nit_1.0_v.png,2
0,23,Male,60,50,70,-86,-182,26,8cpd_15nit_1.0.png,4cpd_50nit_1.0_v.png,5
0,23,Male,60,50,70,-86,-182,27,2cpd_15nit_1.0.png,4cpd_50nit_0.6_v.png,4
0,23,Male,60,50,70,-86,-182,28,1cpd_15nit_1.0.png,2cpd_50nit_0.6_v.png,4
0,23,Male,60,50,70,-86,-182,29,4cpd_15nit_1.0.png,1cpd_50nit_0.2_v.png,1
0,23,Male,60,50,70,-86,-182,30,8cpd_15nit_1.0.png,1cpd_50nit_1.0_v.png,5
0,23,Male,60,50,70,-86,-182,31,4cpd_15nit_1.0.png,2cpd_50nit_1.0_v.png,4
0,23,Male,60,50,70,-86,-182,32,8cpd_15nit_1.0.png,1cpd_50nit_0.2_v.png,2
0,23,Male,60,50,70,-86,-182,33,8cpd_15nit_1.0.png,2cpd_50nit_1.0_v.png,5
0,23,Male,60,50,70,-86,-182,34,8cpd_15nit_1.0.png,1cpd_50nit_1.0_v.png,4
0,23,Male,60,50,70,-86,-182,35,1cpd_15nit_1.0.png,2cpd_50nit_0.6_v.png,3
0,23,Male,60,50,70,-86,-182,36,1cpd_15nit_1.0.png,2cpd_50nit_0.2_v.png,2
0,23,Male,60,50,70,-86,-182,37,2cpd_15nit_1.0.png,4cpd_50nit_1.0_v.png,5
0,23,Male,60,50,70,-86,-182,38,4cpd_15nit_1.0.png,1cpd_50nit_0.2_v.png,1
0,23,Male,60,50,70,-86,-182,39,1cpd_15nit_1.0.png,1cpd_50nit_1.0_v.png,3
0,23,Male,60,50,70,-86,-182,40,8cpd_15nit_1.0.png,2cpd_50nit_0.6_v.png,5
0,23,Male,60,50,70,-86,-182,41,1cpd_15nit_1.0.png,4cpd_50nit_0.2_v.png,4
0,23,Male,60,50,70,-86,-182,42,4cpd_15nit_1.0.png,2cpd_50nit_0.6_v.png,4
0,23,Male,60,50,70,-86,-182,43,1cpd_15nit_1.0.png,1cpd_50nit_0.6_v.png,1
0,23,Male,60,50,70,-86,-182,44,8cpd_15nit_1.0.png,2cpd_50nit_1.0_v.png,5
0,23,Male,60,50,70,-86,-182,45,8cpd_15nit_1.0.png,4cpd_50nit_1.0_v.png,5
0,23,Male,60,50,70,-86,-182,46,2cpd_15nit_1.0.png,8cpd_50nit_1.0_v.png,5
0,23,Male,60,50,70,-86,-182,47,2cpd_15nit_1.0.png,2cpd_50nit_0.2_v.png,1
0,23,Male,60,50,70,-86,-182,48,8cpd_15nit_1.0.png,2cpd_50nit_0.6_v.png,4
0,23,Male,60,50,70,-86,-182,49,1cpd_15nit_1.0.png,1cpd_50nit_0.2_v.png,1
0,23,Male,60,50,70,-86,-182,50,4cpd_15nit_1.0.png,2cpd_50nit_1.0_v.png,5
0,23,Male,60,50,70,-86,-182,51,1cpd_15nit_1.0.png,2cpd_50nit_1.0_v.png,4
