Y,pxR,pxG,pxB
3.654545454545454763e+00,1.272756134361076874e-01,1.277131786494147270e-01,2.300569225619724101e-01
3.713489736070381131e+00,1.289735518203507514e-01,1.297330395734366260e-01,2.315249942904576974e-01
3.772434017595307942e+00,1.306714902045938431e-01,1.317529004974585249e-01,2.329930660189429847e-01
3.831378299120234754e+00,1.323694285888369071e-01,1.337727614214803962e-01,2.344611377474282721e-01
3.890322580645161121e+00,1.340673669730799988e-01,1.357926223455022952e-01,2.359292094759135594e-01
3.949266862170087933e+00,1.357653053573230628e-01,1.378124832695241941e-01,2.373972812043988467e-01
4.008211143695014300e+00,1.374632437415661546e-01,1.398323441935460654e-01,2.388653529328841063e-01
4.067155425219941556e+00,1.391611821258092463e-01,1.418522051175679644e-01,2.403334246613694214e-01
4.126099706744867923e+00,1.408591205100523103e-01,1.438720660415898633e-01,2.418014963898546810e-01
4.185043988269795179e+00,1.425570588942954020e-01,1.458919269656117623e-01,2.432695681183399683e-01
4.243988269794721546e+00,1.442549972785384937e-01,1.479117878896336613e-01,2.447376398468252279e-01
4.302932551319647914e+00,1.459529356627815577e-01,1.499316488136555325e-01,2.462057115753105152e-01
4.361876832844575169e+00,1.476508740470246495e-01,1.519515097376774593e-01,2.476737833037958025e-01
4.420821114369501537e+00,1.493488124312677134e-01,1.539713706616993305e-01,2.491418550322810899e-01
4.479765395894427904e+00,1.510467508155108052e-01,1.559912315857212295e-01,2.506099267607663772e-01
4.538709677419355160e+00,1.527446891997538969e-01,1.580110925097431285e-01,2.520779984892516645e-01
4.597653958944281527e+00,1.544426275839969609e-01,1.600309534337649997e-01,2.535460702177369519e-01
4.656598240469207894e+00,1.561405659682400249e-01,1.620508143577868987e-01,2.550141419462221837e-01
4.715542521994135150e+00,1.578385043524831166e-01,1.640706752818087977e-01,2.564822136747075265e-01
4.774486803519061517e+00,1.595364427367262083e-01,1.660905362058306967e-01,2.579502854031927583e-01
4.833431085043987885e+00,1.612343811209692723e-01,1.681103971298525679e-01,2.594183571316780457e-01
4.892375366568915140e+00,1.629323195052123641e-01,1.701302580538744946e-01,2.608864288601633330e-01
4.951319648093841508e+00,1.646302578894554280e-01,1.721501189778963659e-01,2.623545005886486203e-01
5.010263929618768763e+00,1.663281962736985475e-01,1.741699799019182926e-01,2.638225723171339077e-01
5.069208211143695131e+00,1.680261346579416115e-01,1.761898408259401638e-01,2.652906440456191950e-01
5.128152492668621498e+00,1.697240730421846755e-01,1.782097017499620351e-01,2.667587157741044823e-01
5.187096774193548754e+00,1.714220114264277672e-01,1.802295626739839618e-01,2.682267875025897697e-01
5.246041055718475121e+00,1.731199498106708590e-01,1.822494235980058330e-01,2.696948592310750570e-01
5.304985337243401489e+00,1.748178881949139230e-01,1.842692845220277320e-01,2.711629309595603443e-01
5.363929618768328744e+00,1.765158265791570147e-01,1.862891454460496310e-01,2.726310026880456316e-01
5.422873900293255112e+00,1.782137649634000787e-01,1.883090063700715300e-01,2.740990744165309190e-01
5.481818181818181479e+00,1.799117033476431704e-01,1.903288672940934012e-01,2.755671461450162063e-01
5.540762463343108735e+00,1.816096417318862621e-01,1.923487282181153279e-01,2.770352178735014936e-01
5.599706744868035102e+00,1.833075801161293261e-01,1.943685891421371992e-01,2.785032896019867810e-01
5.658651026392961469e+00,1.850055185003723901e-01,1.963884500661590704e-01,2.799713613304720128e-01
5.717595307917888725e+00,1.867034568846155096e-01,1.984083109901809971e-01,2.814394330589573556e-01
5.776539589442815092e+00,1.884013952688585736e-01,2.004281719142028684e-01,2.829075047874425874e-01
5.835483870967742348e+00,1.900993336531016653e-01,2.024480328382247951e-01,2.843755765159279303e-01
5.894428152492668715e+00,1.917972720373447293e-01,2.044678937622466663e-01,2.858436482444131621e-01
5.953372434017595083e+00,1.934952104215878210e-01,2.064877546862685653e-01,2.873117199728984494e-01
6.012316715542522338e+00,1.951931488058309128e-01,2.085076156102904643e-01,2.887797917013837368e-01
6.071260997067448706e+00,1.968910871900739767e-01,2.105274765343123355e-01,2.902478634298690241e-01
6.130205278592375073e+00,1.985890255743170407e-01,2.125473374583342345e-01,2.917159351583542559e-01
6.189149560117302329e+00,2.002869639585601602e-01,2.145671983823561335e-01,2.931840068868395988e-01
6.248093841642228696e+00,2.019849023428032242e-01,2.165870593063780325e-01,2.946520786153248306e-01
6.307038123167155064e+00,2.036828407270462882e-01,2.186069202303999037e-01,2.961201503438101179e-01
6.365982404692082319e+00,2.053807791112893799e-01,2.206267811544218305e-01,2.975882220722954052e-01
6.424926686217008687e+00,2.070787174955324716e-01,2.226466420784437017e-01,2.990562938007806926e-01
6.483870967741935942e+00,2.087766558797755634e-01,2.246665030024656284e-01,3.005243655292659799e-01
6.542815249266862310e+00,2.104745942640186274e-01,2.266863639264874997e-01,3.019924372577512672e-01
6.601759530791788677e+00,2.121725326482616913e-01,2.287062248505093709e-01,3.034605089862365546e-01
6.660703812316715933e+00,2.138704710325048108e-01,2.307260857745312976e-01,3.049285807147218419e-01
6.719648093841642300e+00,2.155684094167478748e-01,2.327459466985531689e-01,3.063966524432071292e-01
6.778592375366568668e+00,2.172663478009909388e-01,2.347658076225750678e-01,3.078647241716924166e-01
6.837536656891495923e+00,2.189642861852340305e-01,2.367856685465969668e-01,3.093327959001777039e-01
6.896480938416422291e+00,2.206622245694771223e-01,2.388055294706188658e-01,3.108008676286629912e-01
6.955425219941348658e+00,2.223601629537201863e-01,2.408253903946407370e-01,3.122689393571482785e-01
7.014369501466275914e+00,2.240581013379632780e-01,2.428452513186626638e-01,3.137370110856335659e-01
7.073313782991202281e+00,2.257560397222063420e-01,2.448651122426845350e-01,3.152050828141188532e-01
7.132258064516128648e+00,2.274539781064494337e-01,2.468849731667064062e-01,3.166731545426041405e-01
7.191202346041055904e+00,2.291519164906925254e-01,2.489048340907283330e-01,3.181412262710894279e-01
7.250146627565982271e+00,2.308498548749355894e-01,2.509246950147502320e-01,3.196092979995747152e-01
7.309090909090909527e+00,2.325477932591786812e-01,2.529445559387721310e-01,3.210773697280600025e-01
7.368035190615835894e+00,2.342457316434217729e-01,2.549644168627940299e-01,3.225454414565452343e-01
7.426979472140762262e+00,2.359436700276648369e-01,2.569842777868159289e-01,3.240135131850305217e-01
7.485923753665689517e+00,2.376416084119079286e-01,2.590041387108378279e-01,3.254815849135158090e-01
7.544868035190615885e+00,2.393395467961509926e-01,2.610239996348596714e-01,3.269496566420010963e-01
7.603812316715542252e+00,2.410374851803940843e-01,2.630438605588815704e-01,3.284177283704863282e-01
7.662756598240469508e+00,2.427354235646371761e-01,2.650637214829034694e-01,3.298858000989716710e-01
7.721700879765395875e+00,2.444333619488802400e-01,2.670835824069253683e-01,3.313538718274569028e-01
7.780645161290322243e+00,2.461313003331233040e-01,2.691034433309472673e-01,3.328219435559421902e-01
7.839589442815249498e+00,2.478292387173663958e-01,2.711233042549691663e-01,3.342900152844274775e-01
7.898533724340175866e+00,2.495271771016094875e-01,2.731431651789910653e-01,3.357580870129127648e-01
7.957478005865103121e+00,2.512251154858525792e-01,2.751630261030129643e-01,3.372261587413980521e-01
8.016422287390028600e+00,2.529230538700956155e-01,2.771828870270348077e-01,3.386942304698833395e-01
8.075366568914956744e+00,2.546209922543387627e-01,2.792027479510567622e-01,3.401623021983686268e-01
8.134310850439883112e+00,2.563189306385818544e-01,2.812226088750786057e-01,3.416303739268539141e-01
8.193255131964809479e+00,2.580168690228248907e-01,2.832424697991005047e-01,3.430984456553392015e-01
8.252199413489735846e+00,2.597148074070679824e-01,2.852623307231224037e-01,3.445665173838244888e-01
