Y,pxR,pxG,pxB
1.926979472140762439e+01,3.935114336051294681e-01,4.528300093647485425e-01,4.969674129524898065e-01
1.929926686217008580e+01,3.937929341221209079e-01,4.531580167409536841e-01,4.973439178982190234e-01
1.932873900293255076e+01,3.940742160359662627e-01,4.534857576734355744e-01,4.977201369539712150e-01
1.935821114369501572e+01,3.943552798415922434e-01,4.538132327868072968e-01,4.980960707691929334e-01
1.938768328445747713e+01,3.946361260320715991e-01,4.541404427032637026e-01,4.984717199908759722e-01
1.941715542521994209e+01,3.949167550986310005e-01,4.544673880425947332e-01,4.988470852635710218e-01
1.944662756598240350e+01,3.951971675306628629e-01,4.547940694221977997e-01,4.992221672293995494e-01
1.947609970674486846e+01,3.954773638157336735e-01,4.551204874570911607e-01,4.995969665280676208e-01
1.950557184750732986e+01,3.957573444395938722e-01,4.554466427599265232e-01,4.999714837968775583e-01
1.953504398826979482e+01,3.960371098861867889e-01,4.557725359410016441e-01,5.003457196707415955e-01
1.956451612903225623e+01,3.963166606376587464e-01,4.560981676082729863e-01,5.007196747821937022e-01
1.959398826979472119e+01,3.965959971743681090e-01,4.564235383673683755e-01,5.010933497614021848e-01
1.962346041055718615e+01,3.968751199748940528e-01,4.567486488215992679e-01,5.014667452361822875e-01
1.965293255131964756e+01,3.971540295160464473e-01,4.570734995719730187e-01,5.018398618320080162e-01
1.968240469208210897e+01,3.974327262728745147e-01,4.573980912172052604e-01,5.022127001720250172e-01
1.971187683284457393e+01,3.977112107186761003e-01,4.577224243537323933e-01,5.025852608770621233e-01
1.974134897360703889e+01,3.979894833250069985e-01,4.580464995757228541e-01,5.029575445656434551e-01
1.977082111436950029e+01,3.982675445616886689e-01,4.583703174750899945e-01,5.033295518540006341e-01
1.980029325513196525e+01,3.985453948968190052e-01,4.586938786415035718e-01,5.037012833560846614e-01
1.982976539589442666e+01,3.988230347967792744e-01,4.590171836624015178e-01,5.040727396835773533e-01
1.985923753665689162e+01,3.991004647262445526e-01,4.593402331230021507e-01,5.044439214459033316e-01
1.988870967741935658e+01,3.993776851481907753e-01,4.596630276063152776e-01,5.048148292502416812e-01
1.991818181818181799e+01,3.996546965239050619e-01,4.599855676931542403e-01,5.051854637015373850e-01
1.994765395894427940e+01,3.999314993129931550e-01,4.603078539621472398e-01,5.055558254025130926e-01
1.997712609970674436e+01,4.002080939733883014e-01,4.606298869897490489e-01,5.059259149536801115e-01
2.000659824046920932e+01,4.004844809613599677e-01,4.609516673502520034e-01,5.062957329533500639e-01
2.003607038123167072e+01,4.007606607315216674e-01,4.612731956157974378e-01,5.066652799976459898e-01
2.006554252199413568e+01,4.010366337368403422e-01,4.615944723563872309e-01,5.070345566805136706e-01
2.009501466275659709e+01,4.013124004286435231e-01,4.619154981398944093e-01,5.074035635937327315e-01
2.012448680351906205e+01,4.015879612566283785e-01,4.622362735320747484e-01,5.077723013269274110e-01
2.015395894428152346e+01,4.018633166688699299e-01,4.625567990965773757e-01,5.081407704675779957e-01
2.018343108504398842e+01,4.021384671118287124e-01,4.628770753949559280e-01,5.085089716010312566e-01
2.021290322580644983e+01,4.024134130303596013e-01,4.631971029866791545e-01,5.088769053105116624e-01
2.024237536656891479e+01,4.026881548677184730e-01,4.635168824291423517e-01,5.092445721771319267e-01
2.027184750733137975e+01,4.029626930655721972e-01,4.638364142776770227e-01,5.096119727799035548e-01
2.030131964809384115e+01,4.032370280640050764e-01,4.641556990855625342e-01,5.099791076957479463e-01
2.033079178885630256e+01,4.035111603015276716e-01,4.644747374040358867e-01,5.103459774995064979e-01
2.036026392961876752e+01,4.037850902150835197e-01,4.647935297823030942e-01,5.107125827639511506e-01
2.038973607038123248e+01,4.040588182400583483e-01,4.651120767675485101e-01,5.110789240597950478e-01
2.041920821114369389e+01,4.043323448102866813e-01,4.654303789049461515e-01,5.114450019557025273e-01
2.044868035190615885e+01,4.046056703580604985e-01,4.657484367376696355e-01,5.118108170182997796e-01
2.047815249266862025e+01,4.048787953141355089e-01,4.660662508069022270e-01,5.121763698121846176e-01
2.050762463343108521e+01,4.051533130677480443e-01,4.663812618682616207e-01,5.125614830893394647e-01
2.053709677419355017e+01,4.054321897978577227e-01,4.666887048407625804e-01,5.130030573036572505e-01
