Y,pxR,pxG,pxB
1.553492916463116824e+00,1.173867587679647551e-01,1.402899023674980261e-01,1.420087063406786088e-01
1.582804103566194387e+00,1.184507998798116912e-01,1.415389604282811520e-01,1.433385316917151764e-01
1.612115290669271950e+00,1.195046967290382817e-01,1.427759147545124840e-01,1.446560668445627529e-01
1.641426477772349735e+00,1.205487278785534605e-01,1.440010995605834898e-01,1.459616458007954032e-01
1.670737664875427519e+00,1.215831594254113135e-01,1.452148340550201422e-01,1.472555877075306108e-01
1.700048851978505082e+00,1.226082457666916176e-01,1.464174233645854084e-01,1.485381977660625019e-01
1.729360039081582645e+00,1.236242303059832681e-01,1.476091593865837825e-01,1.498097680702654977e-01
1.758671226184660430e+00,1.246313461060019750e-01,1.487903215760637554e-01,1.510705783812899272e-01
1.787982413287738215e+00,1.256298164922752258e-01,1.499611776738894453e-01,1.523208968443687250e-01
1.817293600390815778e+00,1.266198556123029340e-01,1.511219843810157060e-01,1.535609806529354693e-01
1.846604787493893340e+00,1.276016689541396854e-01,1.522729879837425859e-01,1.547910766647112024e-01
1.875915974596971125e+00,1.285754538279392789e-01,1.534144249342314636e-01,1.560114219739383579e-01
1.905227161700048910e+00,1.295413998136414613e-01,1.545465223901306140e-01,1.572222444435176503e-01
1.934538348803126473e+00,1.304996891776647183e-01,1.556694987167732136e-01,1.584237632004290297e-01
1.963849535906204036e+00,1.314504972611854339e-01,1.567835639550695936e-01,1.596161890974861497e-01
1.993160723009281821e+00,1.323939928423358559e-01,1.578889202579122075e-01,1.607997251441790898e-01
2.022471910112359605e+00,1.333303384744283504e-01,1.589857622976430518e-01,1.619745669090970619e-01
2.051783097215436946e+00,1.342596908021163049e-01,1.600742776468921102e-01,1.631409028961896546e-01
2.081094284318514731e+00,1.351822008572249045e-01,1.611546471348820619e-01,1.642989148969153379e-01
2.110405471421592516e+00,1.360980143358262451e-01,1.622270451811010372e-01,1.654487783201393780e-01
2.139716658524670301e+00,1.370072718579894711e-01,1.632916401080753144e-01,1.665906625014758613e-01
2.169027845627748086e+00,1.379101092115141147e-01,1.643485944348176964e-01,1.677247309936177044e-01
2.198339032730825426e+00,1.388066575808328540e-01,1.653980651523900280e-01,1.688511418390633290e-01
2.227650219833903211e+00,1.396970437621748717e-01,1.664402039828937752e-01,1.699700478265276093e-01
2.256961406936980996e+00,1.405813903659809683e-01,1.674751576230882610e-01,1.710815967322137920e-01
2.286272594040058337e+00,1.414598160074829747e-01,1.685030679737376802e-01,1.721859315470253560e-01
2.315583781143136122e+00,1.423324354862810504e-01,1.695240723556933338e-01,1.732831906907056629e-01
2.344894968246213907e+00,1.431993599556851682e-01,1.705383037136369295e-01,1.743735082138135883e-01
2.374206155349291691e+00,1.440606970825235866e-01,1.715458908083338507e-01,1.754570139883688540e-01
2.403517342452369476e+00,1.449165511980681498e-01,1.725469583981783517e-01,1.765338338879341995e-01
