Distance1(cm),Distance2(cm),Image_Win1,Image_Win2,Score
60,150,FG_4_50_0.5_BG_4_5_1.0.png,FG_4_50_0.5_BG_4_5_1.0.png,0.42190447449684143
60,150,FG_4_50_1.0_BG_2_15_0.5.png,FG_4_50_1.0_BG_2_15_0.5.png,0.4042268395423889
60,150,FG_4_50_1.0_BG_2_15_1.0.png,FG_4_50_1.0_BG_2_15_1.0.png,0.37624192237854004
60,150,FG_4_50_1.0_BG_2_5_0.5.png,FG_4_50_1.0_BG_2_5_0.5.png,0.450400710105896
60,150,FG_4_50_1.0_BG_2_5_1.0.png,FG_4_50_1.0_BG_2_5_1.0.png,0.4351974427700043
60,150,FG_4_50_1.0_BG_4_15_0.5.png,FG_4_50_1.0_BG_4_15_0.5.png,0.39305129647254944
60,150,FG_4_50_1.0_BG_4_15_1.0.png,FG_4_50_1.0_BG_4_15_1.0.png,0.3789021074771881
60,150,FG_4_50_1.0_BG_4_5_0.5.png,FG_4_50_1.0_BG_4_5_0.5.png,0.44006985425949097
60,150,FG_4_50_1.0_BG_4_5_1.0.png,FG_4_50_1.0_BG_4_5_1.0.png,0.4333849251270294
60,150,FG_4_5_0.5_BG_2_15_0.5.png,FG_4_5_0.5_BG_2_15_0.5.png,0.26842349767684937
60,150,FG_4_5_0.5_BG_2_15_1.0.png,FG_4_5_0.5_BG_2_15_1.0.png,0.2578164339065552
60,150,FG_4_5_0.5_BG_2_5_0.5.png,FG_4_5_0.5_BG_2_5_0.5.png,0.3440982699394226
60,150,FG_4_5_0.5_BG_2_5_1.0.png,FG_4_5_0.5_BG_2_5_1.0.png,0.312385231256485
60,150,FG_4_5_0.5_BG_4_15_0.5.png,FG_4_5_0.5_BG_4_15_0.5.png,0.26386183500289917
60,150,FG_4_5_0.5_BG_4_15_1.0.png,FG_4_5_0.5_BG_4_15_1.0.png,0.255462110042572
60,150,FG_4_5_0.5_BG_4_5_0.5.png,FG_4_5_0.5_BG_4_5_0.5.png,0.31841352581977844
