Distance1(cm),Distance2(cm),Image_Win1,Image_Win2,Score
81,150,FG_4_50_0.5_BG_2_15_1.0.png,FG_4_50_0.5_BG_2_15_1.0.png,0.36902520060539246
81,150,FG_4_50_0.5_BG_2_5_0.5.png,FG_4_50_0.5_BG_2_5_0.5.png,0.44336891174316406
81,150,FG_4_50_0.5_BG_2_5_1.0.png,FG_4_50_0.5_BG_2_5_1.0.png,0.4301075339317322
81,150,FG_4_50_0.5_BG_4_15_0.5.png,FG_4_50_0.5_BG_4_15_0.5.png,0.3909749984741211
81,150,FG_4_50_0.5_BG_4_15_1.0.png,FG_4_50_0.5_BG_4_15_1.0.png,0.3723369240760803
81,150,FG_4_50_0.5_BG_4_5_0.5.png,FG_4_50_0.5_BG_4_5_0.5.png,0.4331485331058502
81,150,FG_4_50_0.5_BG_4_5_1.0.png,FG_4_50_0.5_BG_4_5_1.0.png,0.4233682155609131
81,150,FG_4_50_1.0_BG_2_15_0.5.png,FG_4_50_1.0_BG_2_15_0.5.png,0.40441057085990906
81,150,FG_4_50_1.0_BG_2_15_1.0.png,FG_4_50_1.0_BG_2_15_1.0.png,0.3795519471168518
81,150,FG_4_50_1.0_BG_2_5_0.5.png,FG_4_50_1.0_BG_2_5_0.5.png,0.44762733578681946
81,150,FG_4_50_1.0_BG_2_5_1.0.png,FG_4_50_1.0_BG_2_5_1.0.png,0.4393216073513031
81,150,FG_4_50_1.0_BG_4_15_0.5.png,FG_4_50_1.0_BG_4_15_0.5.png,0.39440467953681946
81,150,FG_4_50_1.0_BG_4_15_1.0.png,FG_4_50_1.0_BG_4_15_1.0.png,0.3824964165687561
81,150,FG_4_50_1.0_BG_4_5_0.5.png,FG_4_50_1.0_BG_4_5_0.5.png,0.44145652651786804
81,150,FG_4_50_1.0_BG_4_5_1.0.png,FG_4_50_1.0_BG_4_5_1.0.png,0.4357088804244995
81,150,FG_4_5_0.5_BG_2_15_0.5.png,FG_4_5_0.5_BG_2_15_0.5.png,0.2680019438266754
81,150,FG_4_5_0.5_BG_2_15_1.0.png,FG_4_5_0.5_BG_2_15_1.0.png,0.25893282890319824
81,150,FG_4_5_0.5_BG_2_5_0.5.png,FG_4_5_0.5_BG_2_5_0.5.png,0.3448760211467743
81,150,FG_4_5_0.5_BG_2_5_1.0.png,FG_4_5_0.5_BG_2_5_1.0.png,0.3156462013721466
81,150,FG_4_5_0.5_BG_4_15_0.5.png,FG_4_5_0.5_BG_4_15_0.5.png,0.2641856074333191
81,150,FG_4_5_0.5_BG_4_15_1.0.png,FG_4_5_0.5_BG_4_15_1.0.png,0.2554929852485657
81,150,FG_4_5_0.5_BG_4_5_0.5.png,FG_4_5_0.5_BG_4_5_0.5.png,0.3204532265663147
81,150,FG_4_5_0.5_BG_4_5_1.0.png,FG_4_5_0.5_BG_4_5_1.0.png,0.28910723328590393
81,150,FG_4_5_1.0_BG_2_15_0.5.png,FG_4_5_1.0_BG_2_15_0.5.png,0.27536386251449585
81,150,FG_4_5_1.0_BG_2_15_1.0.png,FG_4_5_1.0_BG_2_15_1.0.png,0.2679580748081207
81,150,FG_4_5_1.0_BG_2_5_0.5.png,FG_4_5_1.0_BG_2_5_0.5.png,0.34983232617378235
81,150,FG_4_5_1.0_BG_2_5_1.0.png,FG_4_5_1.0_BG_2_5_1.0.png,0.32717517018318176
81,150,FG_4_5_1.0_BG_4_15_0.5.png,FG_4_5_1.0_BG_4_15_0.5.png,0.2724961042404175
81,150,FG_4_5_1.0_BG_4_15_1.0.png,FG_4_5_1.0_BG_4_15_1.0.png,0.2652501165866852
81,150,FG_4_5_1.0_BG_4_5_0.5.png,FG_4_5_1.0_BG_4_5_0.5.png,0.3337368965148926
81,150,FG_4_5_1.0_BG_4_5_1.0.png,FG_4_5_1.0_BG_4_5_1.0.png,0.30793309211730957
