ID,Eye,Pattern,Spatial_Freq(cpd),Matched_PD(mm)
0,Right,checker_45,4,4.0
0,Right,border,2,4.0
0,Right,checker_45,2,4.0
0,Right,checker,4,4.0
0,Right,stripe,4,4.0
0,Right,stripe,2,4.0
0,Right,border,4,4.0
0,Right,checker,2,4.0
0,Right,noise,4,4.0
0,Right,noise,2,4.0
0,Left,checker,4,4.0
0,Left,checker,2,4.0
0,Left,checker_45,2,4.0
0,Left,stripe,2,4.0
0,Left,stripe,4,4.0
0,Left,checker_45,4,4.0
0,Left,noise,2,4.0
0,Left,noise,4,4.0
0,Left,border,2,4.0
0,Left,border,4,4.0
