Date,Target_Luminance(cd/m2),Pixel_Value,Final_Offset,Gamma,Max_Lum,Min_Lum
2026-03-01 16:21:52,30,243,-3.0,2.2,30.0,0.0
2026-03-01 16:21:52,25,221,-3.0,2.2,30.0,0.0
2026-03-01 16:21:52,20,202,-2.0,2.2,30.0,0.0
2026-03-01 16:21:52,15,180,-1.0,2.2,30.0,0.0
2026-03-01 16:21:52,10,148,-1.0,2.2,30.0,0.0
2026-03-01 16:21:52,5,113,0.0,2.2,30.0,0.0
2026-03-01 16:21:52,0,0,-15.0,2.2,30.0,0.0
