Pilot_ID,Hypothesis,Component,Family,Session_Type,Ref_Contrast,Orientation,Ocularity,Comparison,Condition,Baseline_Condition,Current_Primary_Test,Sample_Size_Target_Test,Difference_Definition,Analysis_Scale,Trial_Pairing_Method,Pilot_Trial_Count,Pilot_Mean_Log10_Difference,Pilot_SD_Log10_Difference,Pilot_SEM_Log10_Difference,Pilot_Mean_CI_Level,Pilot_Mean_CI_Log10_Lower,Pilot_Mean_CI_Log10_Upper,Pilot_Geometric_Mean_Ratio,Pilot_Mean_CI_Ratio_Lower,Pilot_Mean_CI_Ratio_Upper,Pilot_Trial_T_Statistic,Pilot_Trial_Degrees_Of_Freedom,Pilot_Trial_P_Value_Two_Sided,Pilot_Trial_Cohens_Dz,Assumed_True_Participant_Cohens_Dz,Required_Participants_For_Target_Power,Effect_Estimate_Status,Power_Method,Power_Alpha,Target_Power,Maximum_Participants_Searched,Multiple_Comparison_Adjustment_In_Power,TOST_Sample_Size_Included,Effect_Assumption
0,H2,H2_binocular_Single plane,H2_corrected_conditions_vs_reference,experiment,0.2,0.0,binocular,DPF-corrected Single plane vs Reference contrast,Single plane,Dual plane flat,t,two_sided_t_component,log10(Single plane_trial) - log10(DPF_trial),log10_AR_Matched_Contrast,within_cell_order_by_trial_id_or_source_row,5,0.1255999524192303,0.06216303840759024,0.02780015591346041,0.95,0.04841434560956766,0.20278555922889296,1.3353648870262422,1.1179293175282512,1.5950913474970616,4.517958561463201,4,0.010674948059200343,2.0204924925917758,2.0204924925917758,5,ok,two_sided_one_sample_noncentral_t,0.05,0.8,10000,none,False,single_participant_trial_effect_assumed_as_true_participant_effect
0,H2,H2_binocular_Single plane + defocus simulation,H2_corrected_conditions_vs_reference,experiment,0.2,0.0,binocular,DPF-corrected Single plane + defocus simulation vs Reference contrast,Single plane + defocus simulation,Dual plane flat,t,two_sided_t_component,log10(Single plane + defocus simulation_trial) - log10(DPF_trial),log10_AR_Matched_Contrast,within_cell_order_by_trial_id_or_source_row,5,0.030078358799519523,0.03705423198400525,0.016571156314056527,0.95,-0.015930547036110233,0.07608726463514928,1.0717126545547213,0.9639831727971216,1.1914813933940458,1.8151031967519053,4,0.14369235980783193,0.8117388268228871,0.8117388268228871,14,ok,two_sided_one_sample_noncentral_t,0.05,0.8,10000,none,False,single_participant_trial_effect_assumed_as_true_participant_effect
0,H2,H2_binocular_Dual plane,H2_corrected_conditions_vs_reference,experiment,0.2,0.0,binocular,DPF-corrected Dual plane vs Reference contrast,Dual plane,Dual plane flat,t,two_sided_t_component,log10(Dual plane_trial) - log10(DPF_trial),log10_AR_Matched_Contrast,within_cell_order_by_trial_id_or_source_row,5,0.003476495088638676,0.058927272929876026,0.0263530775999772,0.95,-0.06969137822071562,0.07664436839799298,1.0080370508476504,0.8517430956060605,1.1930107812128394,0.1319198896390638,4,0.901417167764936,0.05899636816344336,0.05899636816344336,2257,ok,two_sided_one_sample_noncentral_t,0.05,0.8,10000,none,False,single_participant_trial_effect_assumed_as_true_participant_effect
0,H3,H3_monocular_Single plane + defocus simulation,H3_SP_vs_SPD_DP,experiment,0.2,0.0,monocular,Single plane + defocus simulation vs Single plane,Single plane + defocus simulation,Single plane,t,two_sided_t_component,log10(Single plane + defocus simulation_trial) - log10(Single plane_trial),log10_AR_Matched_Contrast,within_cell_order_by_trial_id_or_source_row,5,-0.0765295224589309,0.03069903013726815,0.013729023646049256,0.95,-0.11464740296014911,-0.038411641957712676,0.8384370814305621,0.7679847513792436,0.915352470547501,-5.574287322387523,4,0.00507599489448341,-2.4928970757947573,-2.4928970757947573,4,ok,two_sided_one_sample_noncentral_t,0.05,0.8,10000,none,False,single_participant_trial_effect_assumed_as_true_participant_effect
0,H3,H3_monocular_Dual plane,H3_SP_vs_SPD_DP,experiment,0.2,0.0,monocular,Dual plane vs Single plane,Dual plane,Single plane,t,two_sided_t_component,log10(Dual plane_trial) - log10(Single plane_trial),log10_AR_Matched_Contrast,within_cell_order_by_trial_id_or_source_row,5,-0.11219817340868712,0.0644921562067225,0.028841769058753294,0.95,-0.19227576193710788,-0.03212058488026637,0.7723280827711185,0.6422797624336438,0.928708488613694,-3.890128000821631,4,0.01768869211010121,-1.7397181302025049,-1.7397181302025049,5,ok,two_sided_one_sample_noncentral_t,0.05,0.8,10000,none,False,single_participant_trial_effect_assumed_as_true_participant_effect
0,H3,H3_binocular_Single plane + defocus simulation,H3_SP_vs_SPD_DP,experiment,0.2,0.0,binocular,Single plane + defocus simulation vs Single plane,Single plane + defocus simulation,Single plane,t,two_sided_t_component,log10(Single plane + defocus simulation_trial) - log10(Single plane_trial),log10_AR_Matched_Contrast,within_cell_order_by_trial_id_or_source_row,5,-0.09552159361971078,0.06737325264885373,0.03013023455762094,0.95,-0.17917653587567883,-0.011866651363742722,0.8025616555946333,0.6619473747623569,0.9730459483460244,-3.1702904083615966,4,0.03384838153876097,-1.4177969723024195,-1.4177969723024195,7,ok,two_sided_one_sample_noncentral_t,0.05,0.8,10000,none,False,single_participant_trial_effect_assumed_as_true_participant_effect
0,H3,H3_binocular_Dual plane,H3_SP_vs_SPD_DP,experiment,0.2,0.0,binocular,Dual plane vs Single plane,Dual plane,Single plane,t,two_sided_t_component,log10(Dual plane_trial) - log10(Single plane_trial),log10_AR_Matched_Contrast,within_cell_order_by_trial_id_or_source_row,5,-0.12212345733059164,0.05444843984445468,0.024350082552201748,0.95,-0.18973012484381438,-0.054516789817368905,0.7548776073425695,0.6460555700452848,0.8820297022240673,-5.015320053588449,4,0.007409782102756092,-2.2429193137483323,-2.2429193137483323,4,ok,two_sided_one_sample_noncentral_t,0.05,0.8,10000,none,False,single_participant_trial_effect_assumed_as_true_participant_effect
0,H4,H4-1,H4_SPD_DP_ocularity,experiment,0.2,0.0,binocular_minus_monocular,(DP/SPD)_binocular vs (DP/SPD)_monocular,binocular log10(DP/SPD),monocular log10(DP/SPD),t,two_sided_t_component,[log10(DP)-log10(SPD)]_binocular - [log10(DP)-log10(SPD)]_monocular,log10_AR_Matched_Contrast,within_cell_order_by_trial_id_or_source_row,5,0.009066787238875374,0.0818057933541942,0.03658466297865575,0.95,-0.09250852121352432,0.11064209569127506,1.0210964992241076,0.808149072410112,1.290155611536258,0.2478302791572831,4,0.8164679554983464,0.11083307021568684,0.11083307021568684,641,ok,two_sided_one_sample_noncentral_t,0.05,0.8,10000,none,False,single_participant_trial_effect_assumed_as_true_participant_effect
0,H4,H4-2,H4_SPD_DP_ocularity,experiment,0.2,0.0,monocular,Dual plane vs Single plane + defocus simulation,Dual plane,Single plane + defocus simulation,TOST,two_sided_t_component,log10(DP_trial) - log10(SPD_trial),log10_AR_Matched_Contrast,within_cell_order_by_trial_id_or_source_row,5,-0.03566865094975622,0.060283597726569285,0.02695964448897214,0.95,-0.11052062392903558,0.039183322029523134,0.921152105359359,0.7753171239532081,1.094418238670541,-1.3230386240570238,4,0.2563856352820135,-0.5916808600498586,-0.5916808600498586,25,ok,two_sided_one_sample_noncentral_t,0.05,0.8,10000,none,False,single_participant_trial_effect_assumed_as_true_participant_effect
0,H4,H4-3,H4_SPD_DP_ocularity,experiment,0.2,0.0,binocular,Dual plane vs Single plane + defocus simulation,Dual plane,Single plane + defocus simulation,t,two_sided_t_component,log10(DP_trial) - log10(SPD_trial),log10_AR_Matched_Contrast,within_cell_order_by_trial_id_or_source_row,5,-0.026601863710880847,0.05844569056109685,0.026137707417306075,0.95,-0.09917177353075235,0.04596804610899066,0.9405851900353578,0.7958445132130055,1.1116499329022358,-1.017758110386814,4,0.3663444953351369,-0.45515526389533023,-0.45515526389533023,40,ok,two_sided_one_sample_noncentral_t,0.05,0.8,10000,none,False,single_participant_trial_effect_assumed_as_true_participant_effect
