ID,Age,Gender,IPD(mm),Viewing_Condition,Distance1(cm),Distance2(cm),Spatial_Freq(cpd),Offset_X,Offset_Y,Defocus_D,Trial_ID,Image_Win1,Image_Win2,Score
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,1,FG_5_1.0_BG_5_1.0.png,FG_5_1.0_BG_5_1.0.png,1
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,2,FG_50_1.0_BG_5_0.0.png,FG_50_1.0_BG_5_0.0.png,4
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,3,FG_5_1.0_BG_5_1.0.png,FG_5_1.0_BG_5_1.0.png,2
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,4,FG_50_1.0_BG_5_0.0.png,FG_50_1.0_BG_5_0.0.png,5
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,5,FG_50_1.0_BG_15_1.0.png,FG_50_1.0_BG_15_1.0.png,4
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,6,FG_50_1.0_BG_15_1.0.png,FG_50_1.0_BG_15_1.0.png,4
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,7,FG_5_1.0_BG_15_0.0.png,FG_5_1.0_BG_15_0.0.png,1
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,8,FG_50_1.0_BG_15_0.0.png,FG_50_1.0_BG_15_0.0.png,4
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,9,FG_5_1.0_BG_15_1.0.png,FG_5_1.0_BG_15_1.0.png,1
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,10,FG_5_1.0_BG_15_0.0.png,FG_5_1.0_BG_15_0.0.png,1
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,11,FG_5_1.0_BG_5_0.0.png,FG_5_1.0_BG_5_0.0.png,2
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,12,FG_50_1.0_BG_5_1.0.png,FG_50_1.0_BG_5_1.0.png,4
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,13,FG_5_1.0_BG_5_0.0.png,FG_5_1.0_BG_5_0.0.png,2
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,14,FG_5_1.0_BG_15_1.0.png,FG_5_1.0_BG_15_1.0.png,1
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,15,FG_50_1.0_BG_5_1.0.png,FG_50_1.0_BG_5_1.0.png,4
0,23,Male,60,Monocular,60,150,6,-165,-187,0.65,16,FG_50_1.0_BG_15_0.0.png,FG_50_1.0_BG_15_0.0.png,4
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,17,FG_50_1.0_BG_5_1.0.png,FG_50_1.0_BG_5_1.0.png,5
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,18,FG_50_1.0_BG_15_1.0.png,FG_50_1.0_BG_15_1.0.png,4
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,19,FG_50_1.0_BG_15_1.0.png,FG_50_1.0_BG_15_1.0.png,5
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,20,FG_5_1.0_BG_15_0.0.png,FG_5_1.0_BG_15_0.0.png,3
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,21,FG_5_1.0_BG_15_1.0.png,FG_5_1.0_BG_15_1.0.png,2
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,22,FG_50_1.0_BG_5_1.0.png,FG_50_1.0_BG_5_1.0.png,5
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,23,FG_50_1.0_BG_15_0.0.png,FG_50_1.0_BG_15_0.0.png,5
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,24,FG_5_1.0_BG_5_1.0.png,FG_5_1.0_BG_5_1.0.png,2
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,25,FG_5_1.0_BG_5_0.0.png,FG_5_1.0_BG_5_0.0.png,3
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,26,FG_5_1.0_BG_15_1.0.png,FG_5_1.0_BG_15_1.0.png,2
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,27,FG_50_1.0_BG_5_0.0.png,FG_50_1.0_BG_5_0.0.png,5
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,28,FG_5_1.0_BG_15_0.0.png,FG_5_1.0_BG_15_0.0.png,2
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,29,FG_5_1.0_BG_5_1.0.png,FG_5_1.0_BG_5_1.0.png,2
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,30,FG_50_1.0_BG_15_0.0.png,FG_50_1.0_BG_15_0.0.png,4
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,31,FG_50_1.0_BG_5_0.0.png,FG_50_1.0_BG_5_0.0.png,5
0,23,Male,60,Binocular,60,150,4,-165,-187,0.65,32,FG_5_1.0_BG_5_0.0.png,FG_5_1.0_BG_5_0.0.png,3
0,23,Male,60,Monocular,60,150,4,-165,-187,0.65,33,FG_5_1.0_BG_5_0.0.png,FG_5_1.0_BG_5_0.0.png,3
0,23,Male,60,Monocular,60,150,4,-165,-187,0.65,34,FG_50_1.0_BG_5_0.0.png,FG_50_1.0_BG_5_0.0.png,5
0,23,Male,60,Monocular,60,150,4,-165,-187,0.65,35,FG_5_1.0_BG_15_1.0.png,FG_5_1.0_BG_15_1.0.png,1
0,23,Male,60,Monocular,60,150,4,-165,-187,0.65,36,FG_5_1.0_BG_5_1.0.png,FG_5_1.0_BG_5_1.0.png,2
0,23,Male,60,Monocular,60,150,4,-165,-187,0.65,37,FG_50_1.0_BG_5_0.0.png,FG_50_1.0_BG_5_0.0.png,4
0,23,Male,60,Monocular,60,150,4,-165,-187,0.65,38,FG_5_1.0_BG_5_1.0.png,FG_5_1.0_BG_5_1.0.png,2
0,23,Male,60,Monocular,60,150,4,-165,-187,0.65,39,FG_5_1.0_BG_15_1.0.png,FG_5_1.0_BG_15_1.0.png,1
