ID,Age,Gender,IPD(mm),Dominance,Block_ID,Condition,Ocularity,Trial_ID,Orientation,Ref_Contrast,Matched_Contrast,PD_Right,OffsetX_Right,OffsetY_Right,PD_Left,OffsetX_Left,OffsetY_Left
0,23,Male,62,Right,1,Dual plane flat,monocular,1,0,0.4,0.6511,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,1,Dual plane flat,monocular,2,0,0.4,0.6127,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,1,Dual plane flat,monocular,3,0,0.2,0.3369,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,1,Dual plane flat,monocular,4,0,0.2,0.2853,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,1,Dual plane flat,monocular,5,0,0.2,0.2759,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,1,Dual plane flat,monocular,6,0,0.2,0.3829,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,1,Dual plane flat,monocular,7,0,0.4,0.545,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,1,Dual plane flat,monocular,8,0,0.4,0.6272,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,1,Dual plane flat,monocular,9,0,0.4,0.6042,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,1,Dual plane flat,monocular,10,0,0.2,0.3168,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,2,Single plane,monocular,11,0,0.4,0.6542,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,2,Single plane,monocular,12,0,0.4,0.6603,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,2,Single plane,monocular,13,0,0.2,0.3466,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,2,Single plane,monocular,14,0,0.2,0.3811,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,2,Single plane,monocular,15,0,0.2,0.4308,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,2,Single plane,monocular,16,0,0.4,0.6042,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,2,Single plane,monocular,17,0,0.4,0.6156,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,2,Single plane,monocular,18,0,0.4,0.6099,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,2,Single plane,monocular,19,0,0.2,0.4033,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,2,Single plane,monocular,20,0,0.2,0.3939,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,3,Single plane,binocular,21,0,0.4,0.5874,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,3,Single plane,binocular,22,0,0.2,0.4734,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,3,Single plane,binocular,23,0,0.2,0.4516,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,3,Single plane,binocular,24,0,0.4,0.7116,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,3,Single plane,binocular,25,0,0.4,0.6542,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,3,Single plane,binocular,26,0,0.2,0.411,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,3,Single plane,binocular,27,0,0.2,0.3957,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,3,Single plane,binocular,28,0,0.4,0.6887,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,3,Single plane,binocular,29,0,0.4,0.7083,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,3,Single plane,binocular,30,0,0.2,0.4892,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,4,Single plane + defocus simulation,monocular,31,0,0.2,0.3353,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,4,Single plane + defocus simulation,monocular,32,0,0.4,0.676,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,4,Single plane + defocus simulation,monocular,33,0,0.4,0.6887,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,4,Single plane + defocus simulation,monocular,34,0,0.2,0.3793,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,4,Single plane + defocus simulation,monocular,35,0,0.2,0.3483,3.01,-71,-148,2.1599999999999997,220,-147
0,23,Male,62,Right,4,Single plane + defocus simulation,monocular,36,0,0.4,0.6214,3.01,-71,-148,2.1599999999999997,220,-147
